acgme_program_id,classification,fields,rise_program_name,acgme_program_name,rise_location,acgme_location
1203300686,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Atlantic Health System/Morristown Medical Center Program,Atlantic Health Program,"Morristown, NJ","Morristown, NJ"
1203300687,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,CarePoint Health/Christ Hospital (Jersey City) Program,New York Medical College/Hudson Regional Health - Secaucus University Hospital Program,"Jersey City, NJ","Secaucus, NJ"
1203300691,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,AtlantiCare Regional Medical Center Program,AtlantiCare A Regional Medical Center Program P 7 A P F,"Atlantic City, NJ","tlantic City, NJ"
1203300692,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Capital Health Regional Medical Center Program,Capital Health C Regional Medical Center Program P 1 P P F,"Pennington, NJ","ennington, NJ"
1203311190,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Hackensack Meridian Health Program,Hackensack Meridian Health/JFK University Medical Center Program,"Edison, NJ","Edison, NJ"
1203311192,STALE_IDENTITY_REVIEW_REQUIRED,program_name,CarePoint Health/New York Medical College (Hoboken) Program,New York Medical College/Hudson Regional Health - Hoboken University Hospital Program,"Hoboken, NJ","Hoboken, NJ"
1203311193,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Hackensack Meridian Health Program,Hackensack Meridian Health/Mountainside Medical Center Program,"Verona, NJ","Verona, NJ"
1203311195,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Atlantic Health System/Overlook Medical Center Program,Atlantic Health Program,"Summit, NJ","Summit, NJ"
1203500002,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Good Samaritan University Hospital/St Joseph Hospital Campus Program,Catholic Health/St Joseph Hospital Program,"Bethpage, NY","Bethpage, NY"
1203500724,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Vermont Health Network-Champlain Valley Physicians Hospital Program,University of Vermont Health Network- Champlain Valley Physicians Hospital Program,"Plattsburgh, NY","Plattsburgh, NY"
1203500727,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Rochester Regional Health Program,Rochester Regional 2 Health Program G B P g,"Batavia, NY","atavia, NY"
1203500728,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Good Samaritan University Hospital Program,Catholic Health/Good Samaritan University Hospital Program,"West Islip, NY","West Islip, NY"
1203500738,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Our Lady of Lourdes Memorial Hospital Inc. Program,Our Lady Of Lourdes Memorial Hospital Inc. Program,"Binghamton, NY","Binghamton, NY"
1203500741,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Nuvance Health Consortium (Northern Dutchess Hospital) Program,Zucker School of Medicine at Hofstra/Northwell at Northern Dutchess Hospital Program,"Rhinebeck, NY","Rhinebeck, NY"
1203511206,STALE_IDENTITY_REVIEW_REQUIRED,city,Jamaica Hospital Medical Center/Albert Einstein College of Medicine Program,Jamaica Hospital Medical Center/Albert Einstein College of Medicine Program,"Richmond Hill, NY","Jamaica, NY"
1203511217,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Mohawk Valley Health System Inc Program,"Mohawk Valley Health System, Inc Program","Utica, NY","Utica, NY"
1203521214,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Rochester Medical Center Program,University of Rochester Medicine Program,"Rochester, NY","Rochester, NY"
1203600001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Campbell University/Hugh Chatham Health Program,Wake Forest University Baptist Medical Center/Hugh Chatham Health Program,"Elkin, NC","Elkin, NC"
1203600667,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Southeastern Regional Medical Center Program,Southeastern U Regional Medical Center Program 3 L P t,"Lumberton, NC","umberton, NC"
1203600672,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Mountain Area Health Education Center (Boone) Program,Mountain Area 1 Health Education Center (Boone) S Program B P m,"Boone, NC","oone, NC"
1203600674,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,ECU Health Medical Center Program,ECU Health Medical B Center Program U D 1 G P e,"Greenville, NC","reenville, NC"
1203611225,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,ECU Health Medical Center/East Carolina University Program,ECU Health Medical B Center/East Carolina University U Program D 1 G P e,"Greenville, NC","reenville, NC"
1203621611,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Novant Health New Hanover Regional Medical Center Program,Novant Health New No Hanover Regional Medical Center M Program R 2 W P s,"Wilmington, NC","ilmington, NC"
1203700682,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of North Dakota School of Medicine and Health Sciences Rural Program,Univ of North Dakota School of Medicine and Health Sciences Rural Program,"Minot, ND","Minot, ND"
1203700683,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of North Dakota School of Medicine and Health Sciences Program,Univ of North Dakota School of Medicine and Health Sciences Program,"Fargo, ND","Fargo, ND"
1203800001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Mercy Health-Anderson Hospital Program,Mercy Health - Anderson Hospital Program,"Cincinnati, OH","Cincinnati, OH"
1203800004,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Cincinnati West Chester Hospital Program,"University of Cincinnati, West Chester Hospital Program","West Chester, OH","West Chester, OH"
1203800005,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Wright Center For Graduate Medical Education Program,Wright Center for Graduate Medical Education Program,"Hillsboro, OH","Hillsboro, OH"
1203800691,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,OhioHealth/Doctors Hospital Program,OhioHealth/Doctors 2 Hospital Program S G P d,"Grove City, OH","rove City, OH"
1203831243,STALE_IDENTITY_REVIEW_REQUIRED,state|city,Wright State University/Dayton Community Hospitals Program,Wright State University/Dayton Community Hospitals Program,"Jonesboro, AR","Dayton, OH"
1203832240,STALE_IDENTITY_REVIEW_REQUIRED,city,Mount Carmel Health System Program,Mount Carmel Health System Program,"Westerville, OH","Grove City, OH"
1204000729,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Providence Health & Services-Oregon/Hood River Rural Program,Providence Health & Services – Oregon/Hood River Rural Program,"Hood River, OR","Hood River, OR"
1204000730,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Samaritan Health Services-Corvallis Program,Samaritan Health Services - Corvallis Program,"Corvallis, OR","Corvallis, OR"
1204000734,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Samaritan Health Services-Corvallis (Newport) Program,Samaritan Health Services - Corvallis (Newport) Program,"Newport, OR","Newport, OR"
1204021540,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Oregon Health and Science University (OHSU Health) (Cascades East) Program,Oregon Health & Science University (OHSU Health) (Cascades East) Program,"Klamath Falls, OR","Klamath Falls, OR"
1204021656,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Providence Health & Services-Oregon/Milwaukie Hospital Program,Providence Health & Services - Oregon/Milwaukie Hospital Program,"Milwaukie, OR","Milwaukie, OR"
1204100003,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St Mary Medical Center Program,St. Mary Medical Center Program,"Langhorne, PA","Langhorne, PA"
1204100006,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Delaware Valley Community Health Inc Program,"Delaware Valley Community Health, Inc. Program","Philadelphia, PA","Philadelphia, PA"
1204100011,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Wright Center For Graduate Medical Education Program,Wright Center for Graduate Medical Education Program,"Scranton, PA","Scranton, PA"
1204100703,STALE_IDENTITY_REVIEW_REQUIRED,program_name,UPMC Medical Education Program,UPMC Medical Education/Horizon Hospital Program,"Farrell, PA","Farrell, PA"
1204100708,STALE_IDENTITY_REVIEW_REQUIRED,city,St Luke's University Hospital Rural Program,St Luke's University Hospital Rural Program,"Tamaqua, PA","Lehighton, PA"
1204100711,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St Luke's Hospital-Anderson Campus Program,St Luke’s Hospital- Anderson Campus Program,"Easton, PA","Easton, PA"
1204111264,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Allegheny Health Network Medical Education Consortium (SVH) Program,Allegheny Health Network Medical Education Consortium/Saint Vincent Hospital Program,"Erie, PA","Erie, PA"
1204112281,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Tower Health/Reading Hospital Program,Tower R Health/Reading Hospital Program P D 3 W P j,"West Reading, PA","est Reading, PA"
1204112283,STALE_IDENTITY_REVIEW_REQUIRED,program_name,UPMC Washington Hospital Program,UPMC Medical Education/Washington Hospital Program,"Washington, PA","Washington, PA"
1204112689,STALE_IDENTITY_REVIEW_REQUIRED,city,Geisinger Health System (Wilkes-Barre) Program,Geisinger Health System (Wilkes-Barre) Program,"Wilkes-Barre, PA","Wilkes Barre, PA"
1204121504,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Penn State Milton S Hershey Medical Center/Hershey Program,Penn State Milton S Hershey Medical Center/Hershey 50 Program,"Hershey, PA","Hershey, PA"
1204122278,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Allegheny Health Network Medical Education Consortium (FH) Program,Allegheny Health Network Medical Education Consortium/Forbes Hospital Program,"Monroeville, PA","Monroeville, PA"
1204221501,STALE_IDENTITY_REVIEW_REQUIRED,state|city,Hospital Dr Alejandro Otero Lopez Program,Hospital Dr Alejandro Otero Lopez Program,"Galveston, TX","Manati, PR"
1204300001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Thundermist Health Center of Woonsocket Program,Thundermist Health 4 Center of Woonsocket Program Woon P F,"Woonsocket, RI","socket, RI"
1204500002,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Lexington Medical Center/University of South Carolina SOM Columbia Program,Lexington Health Program,"West Columbia, SC","West Columbia, SC"
1204500003,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA Healthcare/Mercer University School of Medicine/Summerville Medical Center Program,HCA Healthcare/Mercer University School of Medicine/Summerville Hospital Program,"Summerville, SC","Summerville, SC"
1204500004,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Medical University of South Carolina Regional Network Program,Medical University of South Carolina Regional Network (Florence) Program,"Florence, SC","Florence, SC"
1204500669,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA Healthcare/Mercer University School of Medicine/Grand Strand Medical Center Program,HCA Healthcare/Mercer University School of Medicine/Grand Strand Health Program,"Myrtle Beach, SC","Myrtle Beach, SC"
1204511289,STALE_IDENTITY_REVIEW_REQUIRED,program_name,AnMed Health (Anderson) Program,AnMed Program,"Anderson, SC","Anderson, SC"
1204600548,STALE_IDENTITY_REVIEW_REQUIRED,city,Center for Family Medicine (Pierre) Program,Center for Family Medicine (Pierre) Program,"Pierre, SD","Sioux Falls, SD"
1204700726,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Tennessee College of Medicine at Murfreesboro Program,University of Tennessee College of Medicine (Murfreesboro) Program,"Murfreesboro, TN","Murfreesboro, TN"
1204700729,STALE_IDENTITY_REVIEW_REQUIRED,city,HCA Healthcare/TriStar Nashville/Southern Hills Medical Center Program,HCA Healthcare/TriStar Nashville/Southern Hills Medical Center Program,"Nashville, TN","Brentwood, TN"
1204721299,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Tennessee (Jackson) Program,University of Tennessee College of Medicine (Jackson) Program,"Jackson, TN","Jackson, TN"
1204721453,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Tennessee/Saint Francis Program,University of Tennessee College of Medicine (Memphis) Program,"Memphis, TN","Memphis, TN"
1204800003,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Baylor College of Medicine (St Luke's Health-East Texas) Program,Baylor College of Medicine (St. Luke’s Health-East Texas) Program,"Lufkin, TX","Lufkin, TX"
1204800005,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Doctors Hospital at Renaissance Ltd Program,"Doctors Hospital at Renaissance, Ltd. Program","McAllen, TX","McAllen, TX"
1204800008,STALE_IDENTITY_REVIEW_REQUIRED,city,Sam Houston Regional Education Consortium Program,Sam Houston Regional Education Consortium Program,"Huntsville, TX","Hunstville, TX"
1204800011,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,South Texas Health System GME Consortium Program,South Texas Health 1 System GME Consortium S Program M P h,"McAllen, TX","cAllen, TX"
1204800719,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Baylor Scott and White Medical Center-Round Rock Program,Baylor Scott and White Medical Center - Round Rock Program,"Round Rock, TX","Round Rock, TX"
1204811313,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Waco Family Medicine-Institute Program,Waco Family Medicine - Institute Program,"Waco, TX","Waco, TX"
1204821616,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Christus Health/Texas A&M University School of Medicine (San Antonio) Program,CHRISTUS Health/Texas A&M University School of Medicine (San Antonio) Program,"San Antonio, TX","San Antonio, TX"
1204822303,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Christus Health/Texas A&M University School of Medicine (Corpus Christi) Program,CHRISTUS Health/Texas A&M University School of Medicine (Corpus Christi) Program,"Corpus Christi, TX","Corpus Christi, TX"
1204831605,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Texas A&M University School of Medicine Program,Texas A&M University Naresh K. Vashisht College of Medicine Program,"Bryan, TX","Bryan, TX"
1204921495,STALE_IDENTITY_REVIEW_REQUIRED,program_name,McKay-Dee Hospital Center Program,Intermountain Health/McKay-Dee Hospital Center Program,"Ogden, UT","Ogden, UT"
1204921583,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Utah Valley Hospital Program,Intermountain Health/Utah Valley Hospital Program,"Provo, UT","Provo, UT"
1205000001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Maple Mountain Consortium Program,Maple Mountain Vermont Program,"Morrisville, VT","Randolph, VT"
1205021316,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Vermont Medical Center Program,University of Un Vermont Medical Center Program Mi 28 Mi Ph je,"Burlington, VT","lton, VT"
1205100001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Virginia Commonwealth University Health System Program,Virginia Vi Commonwealth University Health Sy System Program 17 So Ph lo,"South Hill, VA","uth Hill, VA"
1205100716,STALE_IDENTITY_REVIEW_REQUIRED,city,Bon Secours Richmond Health System (Blackstone Rural) Program,Bon Secours Richmond Health System (Blackstone Rural) Program,"Midlothian, VA","Blackstone, VA"
1205100717,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Sovah Health-Danville Program,Sovah Health- Danville Program,"Danville, VA","Danville, VA"
1205100718,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Johnston Memorial Hospital Program,Johnston Memorial Jo Hospital Program 16 Ab Ph ca,"Abingdon, VA","ingdon, VA"
1205100719,STALE_IDENTITY_REVIEW_REQUIRED,city,Wellmont Health System/Lonesome Pine Hospital Program,Wellmont Health System/Lonesome Pine Hospital Program,"Norton, VA","Big Stone Gap, VA"
1205100720,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA Healthcare LewisGale Hospital-Montgomery/VCOM Program,HCA Healthcare LewisGale Hospital- Montgomery/VCOM Program,"Blacksburg, VA","Blacksburg, VA"
1205111322,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Inova Fairfax Medical Campus Program,Inova Fairfax Hospital Campus Program,"Fairfax, VA","Fairfax, VA"
1205111325,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Carilion Clinic-Virginia Tech Carilion School of Medicine Program,Carilion Clinic- Virginia Tech Carilion School of Medicine Program,"Roanoke, VA","Roanoke, VA"
1205121627,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Valley Health System/Medical College of Virginia/Virginia Commonwealth University Program,Valley Health System/VCU/Shenandoah Valley Family Practice Program,"Front Royal, VA","Front Royal, VA"
1205131323,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,VCU/Riverside Regional Medical Center Program,VCU/Riverside V Regional Medical Center Program R 1 N P S,"Newport News, VA","ewport News, VA"
1205400720,STALE_IDENTITY_REVIEW_REQUIRED,city,Skagit Regional Health Program,Skagit Regional Health Program,"Mount Vernon, WA","Mt. Vernon, WA"
1205400723,STALE_IDENTITY_REVIEW_REQUIRED,city,University of Washington School of Medicine Rural Program,University of Washington School of Medicine Rural Program,"Seattle, WA","Chelan, WA"
1205400724,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Yakima Valley Farm Workers Clinic/Sollus Northwest Program,Yakima Valley Farm Y Workers Clinic/Sollus Northwest N Program 1 G P r,"Grandview, WA","randview, WA"
1205421552,STALE_IDENTITY_REVIEW_REQUIRED,city,Spokane Teaching Health Center Rural Program,Spokane Teaching Health Center Rural Program,"Spokane, WA","Colville, WA"
1205600001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Medical College of Wisconsin Affiliated Hospitals Inc (Milwaukee-South) Program,"Medical College of Wisconsin Affiliated Hospitals, Inc (Milwaukee - South) Program","Milwaukee, WI","Milwaukee, WI"
1205600005,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Ascension Wisconsin Program,Ascension St. Vincent Hospital (Milwaukee) Program,"Milwaukee, WI","Milwaukee, WI"
1205600676,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Medical College of Wisconsin Affiliated Hospitals/Froedtert Menomonee Falls Hospital Program,"Medical College of Wisconsin Affiliated Hospitals, Inc. (Menomonee Falls) Program","Menomonee Falls, WI","Menomonee Falls, WI"
1205700370,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Wyoming (Thermopolis) Program,University of Uni Wyoming (Thermopolis) Program Res 120 The Ph: tra,"Thermopolis, WY","rmopolis, WY"
1300521010,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,UCLA David Geffen School of Medicine/UCLA Medical Center Program,UCLA David Geffen 69 School of Medicine/UCLA Medical R Center Program L P L,"Los Angeles, CA","os Angeles, CA"
1300531019,STALE_IDENTITY_REVIEW_REQUIRED,city,University of California (San Diego) Medical Center Program,University of California (San Diego) Medical Center Program,"La Jolla, CA","San Diego, CA"
1302421024,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Boston Children's Hospital/Harvard Medical School Program,Boston Children’s Hospital/Harvard Medical School Program,"Boston, MA","Boston, MA"
1302822070,STALE_IDENTITY_REVIEW_REQUIRED,city,Washington University/B-JH/SLCH Consortium Program,Washington University/B-JH/SLCH Consortium Program,"St Louis, MO","St. Louis, MO"
1303021076,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Nebraska Medical Center College of Medicine Program,University of U Nebraska Medical Center College 9 of Medicine Program O P l,"Omaha, NE","maha, NE"
1303513051,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Memorial Sloan Kettering Cancer Center Program,Memorial Sloan M Kettering Cancer Center Program 1 N P l,"New York, NY","ew York, NY"
1303521006,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Icahn School of Medicine at Mount Sinai Program,Icahn School of M Medicine at Mount Sinai Program O B N P s,"New York, NY","ew York, NY"
1304521005,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Greenwood Genetic Center Program,Greenwood Genetic Gr Center Program 10 Gr Ph es,"Greenville, SC","eenwood, SC"
1400100001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Health Education Services/Crestwood Medical Center Program,Health Care Authority of the City of Huntsvil Program,"Huntsville, AL","Huntsville, AL"
1400121022,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Alabama Medical Center (Birmingham) Program,University of Alabama Hospital (Birmingham) Program,"Birmingham, AL","Birmingham, AL"
1400121447,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Alabama Medical Center (Montgomery) Program,University of Alabama Hospital (Montgomery) Program,"Montgomery, AL","Montgomery, AL"
1400300003,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,TMC Health Medical Education Program Inc (THMEP) Program,"TMC Health Medical T Education Program, Inc. (THMEP) ( Program 5 T P T","Tucson, AZ","ucson, AZ"
1400300007,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Arizona College of Medicine - Phoenix Banner Del Webb Program,University of Arizona College of Medicine - Phoenix/Banner Del Webb Program,"Sun City West, AZ","Sun City West, AZ"
1400300539,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Midwestern University GME Consortium/Verde Valley Program,Midwestern University GME Consortium / Verde Valley Program,"Cottonwood, AZ","Cottonwood, AZ"
1400300540,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Midwestern University GME Consortium/Canyon Vista Program,Midwestern University GME Consortium / Canyon Vista Program,"Sierra Vista, AZ","Sierra Vista, AZ"
1400311027,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Creighton University School of Medicine Program,Creighton University School of Medicine- Phoenix Program,"Phoenix, AZ","Phoenix, AZ"
1400321025,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Arizona College of Medicine-Phoenix Program,University of Arizona College of Medicine- Phoenix Program,"Phoenix, AZ","Phoenix, AZ"
1400321029,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Arizona College of Medicine-Tucson Program,University of Arizona College of Medicine- Tucson Program,"Tucson, AZ","Tucson, AZ"
1400400541,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St Bernards Medical Center Program,St. Bernards Medical Center Program,"Jonesboro, AR","Jonesboro, AR"
1400500001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of California Riverside School of Medicine/St Bernardine Medical Center-Dignity Health Program,University of California Riverside School of Medicine/St. Bernardine Medical Center – Dignity Health Program,"San Bernardino, CA","San Bernardino, CA"
1400500003,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Martin Luther King Jr Community Hospital Program,"Martin Luther King, Jr. Community Hospital Program Pr","Los Angeles, CA","Los Angeles, CA"
1400500006,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Prime West Consortium Program,Prime West Consortium/Shasta Regional Medical Center Program,"Redding, CA","Redding, CA"
1400500008,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Loma Linda University Medical Center-Murrieta Program,Loma Linda University Health Education Consortium Program,"MURRIETA, CA","Murrieta, CA"
1400500013,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Morehouse School of Medicine/Bakersfield Memorial Hospital Program,Morehouse School Bak of Medicine/Bakersfield Memorial Hospital Program,"Bakersfield, CA","Bakersfield, CA"
1400500014,STALE_IDENTITY_REVIEW_REQUIRED,state|city,Southwest Healthcare Medical Education Consortium Program,Southwest Healthcare Medical Education Consortium Program,"Ft Lauderdale, FL","Palmdale, CA"
1400500015,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,St Joseph's Medical Center Program (Mercy San Juan Medical Center),St Joseph's Medical Center Program (Mercy San Juan Ca Medical Center),"Carmichael, CA","rmichael, CA"
1400500017,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Opti West - San Antonio Regional Hospital Program,OPTI West/San Antonio Regional Hospital Program,"Upland, CA","Upland, CA"
1400500023,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of California (Irvine)/Irvine Medical Center Program,University of California (Irvine)/Irvine Medica Center Program,"Irvine, CA","Orange, CA"
1400500895,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Eisenhower Medical Center Program,Eisenhower Medical E Center Program 3 R P j,"Rancho Mirage, CA","ancho Mirage, CA"
1400500915,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Arrowhead Regional Medical Center Program,Arrowhead A Regional Medical Center Program 4 M C P s,"Colton, CA","olton, CA"
1400500919,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,KPC Global Medical Centers Inc Program,"KPC Global Medical 1 Centers, Inc. Program M H P r","Hemet, CA","emet, CA"
1400500920,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Community Memorial Health System Program,Community Co Memorial Health System Program 14 Ve Ph hr,"Ventura, CA","ntura, CA"
1400500923,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St Agnes Medical Center (Fresno) Program,St. Agnes Medical Center (Fresno) Program,"Fresno, CA","Fresno, CA"
1400500930,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Charles R Drew University of Medicine and Science College of Medicine Program,"Charles R Drew University of Medicine and Science, College of Medicine Program","Los Angeles, CA","Los Angeles, CA"
1400500931,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HCA Healthcare/Los Robles Regional Medical Center Program,HCA Healthcare/Los H Robles Regional Medical Center Me Program 2 T P j,"Thousand Oaks, CA","housand Oaks, CA"
1400511046,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,UCLA David Geffen School of Medicine/UCLA Medical Center Program,UCLA David Geffen Ro School of Medicine/UCLA Medical 7 Center Program S L P l,"Los Angeles, CA","os Angeles, CA"
1400521038,STALE_IDENTITY_REVIEW_REQUIRED,city,Loma Linda University Health Education Consortium Program,Loma Linda University Health Education Consortium Program,"Loma LInda, CA","Loma Linda, CA"
1400522063,STALE_IDENTITY_REVIEW_REQUIRED,program_name,UCSF Health - St. Mary's Hospital Program,UCSF Health Stanyan Hospital Program,"San Francisco, CA","San Francisco, CA"
1400531065,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Santa Clara Valley Medical Center Program,Santa Clara Valley Healthcare Program,"San Jose, CA","San Jose, CA"
1400700075,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA HealthOne/Sky Ridge Medical Center Program,HCA HealthONE/Sky Ridge Medical Center Program,"Lone Tree, CO","Lone Tree, CO"
1400731072,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Saint Joseph Hospital Program,Intermountain Health/Saint Joseph Hospital Program,"Denver, CO","Denver, CO"
1400800908,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Connecticut Institute for Communities Health Program,Connecticut Institute For Communities Health Program,"Danbury, CT","Danbury, CT"
1400800910,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Connecticut (Waterbury) Program,University of D Connecticut (Waterbury) Program 6 W P Y,"Waterbury, CT","aterbury, CT"
1400811075,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Quinnipiac University Frank H Netter MD School of Medicine/St Vincent's Medical Center Program,Quinnipiac University Frank H. Netter MD School of Medicine/St Vincent's Medical Center Program,"Bridgeport, CT","Bridgeport, CT"
1400811076,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Nuvance Health Consortium (Danbury Hospital) Program,Zucker School of Medicine at Hofstra/Northwell at Danbury Hospital Program,"Danbury, CT","Danbury, CT"
1400831086,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Nuvance Health Consortium (Norwalk Hospital/Yale University) Program,Zucker School of Medicine at Hofstra/Northwell at Norwalk Hospital Program,"Norwalk, CT","Norwalk, CT"
1400911090,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Sidney Kimmel Medical College at Thomas Jefferson University/Christiana Care Health Services Program,Christiana Care Health Services Inc Program,"Newark, DE","Newark, DE"
1401021093,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,George Washington University Program,George Washington Ge University Program De 21 Wa Ph im,"Washington, DC","shington, DC"
1401100002,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Florida State University College of Medicine Program,Florida State University College of Medicine/Cape Coral Hospital Program,"Cape Coral, FL","Cape Coral, FL"
1401100003,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Florida International University Program,Florida Internationa University/Veterans Affairs Medical Center (Miami) Program 11,"Miami, FL","Miami, FL"
1401100005,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Florida International University/Baptist Health Program,Florida Internationa University / Baptist Health Program,"Miami, FL","Miami, FL"
