acgme_program_id,classification,fields,rise_program_name,acgme_program_name,rise_location,acgme_location
0400300001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Creighton University School of Medicine Program,Creighton University School of Medicine- Phoenix Program,"Phoenix, AZ","Phoenix, AZ"
0400321012,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Arizona College of Medicine-Tucson Program,University of Arizona College of Medicine- Tucson Program,"Tucson, AZ","Tucson, AZ"
0400500001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HCA Healthcare/Los Robles Regional Medical Center Program,HCA Healthcare/Los H Robles Regional Medical Center Me Program 2 T P,"Thousand Oaks, CA","housand Oaks, CA"
0400500003,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Arrowhead Regional Medical Center Program,Arrowhead 4 Regional Medical Center Program C P N,"Colton, CA","olton, CA"
0400521020,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,UCLA David Geffen School of Medicine/UCLA Medical Center Program,UCLA David Geffen Ro School of Medicine/UCLA Medical D Center Program M 7 L P l,"Los Angeles, CA","os Angeles, CA"
0400800001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Quinnipiac University Frank H Netter MD School of Medicine Program,Quinnipiac University Frank H. Netter MD School of Medicine Program,"Hamden, CT","Bridgeport, CT"
0401021033,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,George Washington University Program,George Washington Ge University Program 90 Wa Ph il,"Washington, DC","shington, DC"
0401100205,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Mount Sinai Medical Center of Florida Inc Program,"Mount Sinai Medical Center of Florida, Inc Program","Miami Beach, FL","Miami Beach, FL"
0401100215,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Memorial Healthcare System (Hollywood Florida) Program,"Memorial Healthcare System, Hollywood, Florida Program","Pembroke Pines, FL","Pembroke Pines, FL"
0401600001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Illinois College of Medicine at Peoria Program,University of Illino College of Medicine at Peoria Program,"Peoria, IL","Peoria, IL"
0401611041,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Illinois College of Medicine at Chicago Program,University of Illino College of Medicine at Chicago Program,"Chicago, IL","Chicago, IL"
0401612039,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Cook County Health and Hospitals System Program,Cook County Health J and Hospitals System Program D M 1 C P p,"Chicago, IL","hicago, IL"
0401700001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Ascension St Vincent Hospital Indianapolis Program,Ascension St. Vincent Hospital Program,"Indianapolis, IN","Indianapolis, IN"
0402412069,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Umass Chan-Baystate Program,UMass Chan - Baystate Program,"Springfield, MA","Springfield, MA"
0402421067,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,St Elizabeth's Medical Center Program,Boston Medical Center-Brighton Program,"Boston, MA","Brighton, MA"
0402500001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,McLaren Health Care Corporation Program,McLaren Health Care Corporation/McLaren Flint Program,"Flint, MI","Flint, MI"
0402500003,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Henry Ford St John Hospital Program,Henry Ford St. John Hospital Program,"Detroit, MI","Detroit, MI"
0402500207,STALE_IDENTITY_REVIEW_REQUIRED,program_name,McLaren Health Care/Oakland/MSU Program,McLaren Health Care Corporation/McLaren Oakland Program,"Pontiac, MI","Pontiac, MI"
0402500208,STALE_IDENTITY_REVIEW_REQUIRED,program_name,McLaren Health Care/Greater Lansing/MSU Program,McLaren Health Care Corporation/McLaren Greater Lansing Program,"Lansing, MI","Lansing, MI"
0402811081,STALE_IDENTITY_REVIEW_REQUIRED,city,Washington University/B-JH/SLCH Consortium Program,Washington University/B-JH/SLCH Consortium Program,"Saint Louis, MO","St Louis, MO"
0402821166,STALE_IDENTITY_REVIEW_REQUIRED,city,SSM Health/Saint Louis University School of Medicine Program,SSM Health/Saint Louis University School of Medicine Program,"St Louis, MO","St. Louis, MO"
0403000001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Creighton University School of Medicine Program,Creighton University School of Medicine (Omaha) Program,"Omaha, NE","Omaha, NE"
0403011082,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Nebraska Medical Center College of Medicine Program,University of U Nebraska Medical Center College 9 of Medicine Program O P a,"Omaha, NE","maha, NE"
0403211083,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Dartmouth-Hitchcock/Mary Hitchcock Memorial Hospital Program,Dartmouth- Hitchcock/Mary Hitchcock Memorial Hospital Program,"Lebanon, NH","Lebanon, NH"
0403300003,STALE_IDENTITY_REVIEW_REQUIRED,city,Virtua Program,Virtua Program,"Voorhees, NJ","Voorhees Township, NJ"
0403300196,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Hackensack Meridian Health Program,Hackensack Meridian Health/Hackensack University Medical Center Program,"Hackensack, NJ","Hackensack, NJ"
0403300197,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Hackensack Meridian Health Program,Hackensack Meridian Health/Jersey Shore University Medical Center Program,"Neptune City, NJ","Neptune City, NJ"
0403321087,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Rutgers Health/New Jersey Medical School Program,Rutgers Health/New R Jersey Medical School Program M 1 N P s,"Newark, NJ","ewark, NJ"
0403500003,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Zucker School of Medicine at Hofstra/Northwell/Staten Island University Hospital Program,Zucker School of Medicine at Hofstra/Northwell at Staten Island University Hospital Program,"Staten Island, NY",", "
0403500004,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Icahn School of Medicine at Mount Sinai Program,Icahn School of Medicine at Mount Sinai/Mount Sinai South Nassau Program,"Oceanside, NY","Oceanside, NY"
0403500182,STALE_IDENTITY_REVIEW_REQUIRED,city,Zucker School of Medicine at Hofstra/Northwell Program,Zucker School of Medicine at Hofstra/Northwell Program,"New Hyde Park, NY","Manhasset, NY"
0403500183,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Nuvance Health Consortium (Vassar Brothers Medical Center) Program,Zucker School of Medicine at Hofstra/Northwell at Vassar Brothers Medical Center Program,"Poughkeepsie, NY","Poughkeepsie, NY"
0403511102,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,New York-Presbyterian Brooklyn Methodist Hospital Program,New York- D Presbyterian Brooklyn Methodist N Hospital Program H 5 B P j,"Brooklyn, NY","rooklyn, NY"
0403511108,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Icahn School of Medicine at Mount Sinai/Morningside/West Program,Icahn School of Mo Medicine at Mount De Sinai/Morningside/West Program 10 Ne Ph br,"New York, NY","w York, NY"
0403511111,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Rochester Medical Center Program,University of Rochester Medicine Program,"Rochester, NY","Rochester, NY"
0403521093,STALE_IDENTITY_REVIEW_REQUIRED,state|city,University at Buffalo Program,University at Buffalo Program,"Birmingham, AL","Buffalo, NY"
0403800175,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,OhioHealth/Doctors Hospital Program,OhioHealth/Doctors O Hospital Program 5 C P m,"Columbus, OH","olumbus, OH"
0403921128,STALE_IDENTITY_REVIEW_REQUIRED,city,University of Oklahoma Health Sciences Center Program,University of Oklahoma Health Sciences Center Program,"Okc, OK","Oklahoma City, OK"
0404111130,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Penn State Milton S Hershey Medical Center Program,Penn State Milton S Hershey Medical Center Program 50,"Hershey, PA","Hershey, PA"
0404132141,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Allegheny Health Network Medical Education Consortium (AGH/WPH) Program,Allegheny Health All Network Medical Education 320 Consortium (AGH/WPH) Program Pitt Ph: ann,"Pittsburgh, PA","sburgh, PA"
0404500144,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA Healthcare/Mercer University School of Medicine/Grand Strand Medical Center Program,HCA Healthcare/Mercer University School of Medicine/Grand Strand Health Program,"Myrtle Beach, SC","Myrtle Beach, SC"
0405011158,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Vermont Medical Center Program,University of Un Vermont Medical Center Program 11 WP Bu Ph An,"Burlington, VT","rlington, VT"
0405100002,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Carilion Clinic-Virginia Tech Carilion School of Medicine Program,Carilion Clinic- Virginia Tech Carilion School of Medicine Program,"Roanoke, VA","Roanoke, VA"
0405111160,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Virginia Commonwealth University Health System Program,Virginia Vi Commonwealth University Health Sy System Program De PO Ri Ph pr,"Richmond, VA","chmond, VA"
0600821032,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St Francis Hospital and Medical Center Program,Trinity Health Of New England Program,"Hartford, CT","Hartford, CT"
0601612001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Cook County Health and Hospitals System Program,Cook County Health C and Hospitals System Program 1 S C P a,"Chicago, IL","hicago, IL"
0602100005,STALE_IDENTITY_REVIEW_REQUIRED,state|city,Louisiana State University School of Medicine Program,Louisiana State University School of Medicine Program,"Galveston, TX","New Orleans, LA"
0602413069,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Mass General Brigham/Brigham and Women's Hospital Program,Mass General Brigham Program,"Boston, MA","Boston, MA"
0602512009,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Corewell Health-Grand Rapids/Michigan State University Program,Corewell Health – Grand Rapids/Michigan State University Program,"Grand Rapids, MI","Grand Rapids, MI"
0602512075,STALE_IDENTITY_REVIEW_REQUIRED,city,Trinity Health Ann Arbor Hospital Program,Trinity Health Ann Arbor Hospital Program,"Ypsilanti, MI","Ann Arbor, MI"
0603500063,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Rochester Medical Center Program,University of Rochester Medicine Program,"Rochester, NY","Rochester, NY"
0603512014,STALE_IDENTITY_REVIEW_REQUIRED,city,University at Buffalo Program,University at Buffalo Program,"Amherst, NY","Williamsville, NY"
0603512053,STALE_IDENTITY_REVIEW_REQUIRED,city,Zucker School of Medicine at Hofstra/Northwell Program,Zucker School of Medicine at Hofstra/Northwell Program,"Great Neck, NY","New Hyde Park, NY"
0603521034,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Icahn School of Medicine at Mount Sinai Program,Icahn School of M Medicine at Mount Sinai Program D 4 N P n,"New York, NY","ew York, NY"
0604112019,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Allegheny Health Network Medical Education Consortium (SVH) Program,Allegheny Health Network Medical Education Consortium Program,"Erie, PA","Pittsburgh, PA"
0604112063,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Penn State Milton S Hershey Medical Center Program,Penn State Milton S Hershey Medical Center Program 50,"Hershey, PA","Hershey, PA"
0604712071,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Tennessee College of Medicine-Chattanooga Program,University of Tennessee College of Medicine Chattanooga Program,"Chattanooga, TN","Chattanooga, TN"
0604800002,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA Houston Healthcare/University of Houston Program,HCA Houston Healthcare/University of Houston (Clear Lake) Program,"Webster, TX","Webster, TX"
0605100001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Virginia Commonwealth University Health System Program,Virginia PO Commonwealth University Health Ri System Program Ph Ni,"Richmond, VA","chmond, VA"
0800321145,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Arizona College of Medicine-Tucson Program,University of Arizona College of Medicine- Tucson Program,"Tucson, AZ","Tucson, AZ"
0800521017,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,UCLA David Geffen School of Medicine/UCLA Medical Center Program,UCLA David Geffen UC School of Medicine/UCLA Medical 5 Center Program 1 L P m,"Los Angeles, CA","os Angeles, CA"
0801000127,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,George Washington University School of Medicine Program,George Washington 21 University School of Medicine Su Program Wa Ph dp,"Washington, DC","shington, DC"
0801021106,STALE_IDENTITY_REVIEW_REQUIRED,state|city,MedStar Health Georgetown University Program,MedStar Health Georgetown University Program,"Chevy Chase, MD","Washington, DC"
0801100140,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HCA Florida Orange Park Hospital Program,HCA Florida Orange 2 Park Hospital Program G O P l,"Orange Park, FL","range Park, FL"
0801100141,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Kansas City University GME Consortium (KCU-GME Consortium)/ADCS-Orlando Program,Kansas City University GME Consortium (KCU-GME Consortium)/ADCS- Orlando Program,"Maitland, FL","Maitland, FL"
0801200030,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Philadelphia College of Osteopathic Medicine Program,Larkin Community Hospital Program,"Roswell, GA","Roswell, GA"
0801612030,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Cook County Health and Hospitals System Program,Cook County Health C and Hospitals System Program P 1 C P d,"Chicago, IL","hicago, IL"
0801621034,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Illinois College of Medicine at Chicago Program,University of Illino College of Medicine at Chicago Program,"Chicago, IL","Chicago, IL"
0802600050,STALE_IDENTITY_REVIEW_REQUIRED,city,HealthPartners Institute Program,HealthPartners Institute Program,"St Louis Park, MN","St. Louis Park, MN"
0802800117,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Still OPTI Program,A.T. Still Universit Kirksville College of Osteopathic Medicine Program,"Kirksville, MO","Kirksville, MO"
0802821051,STALE_IDENTITY_REVIEW_REQUIRED,city,Washington University/B-JH/SLCH Consortium Program,Washington University/B-JH/SLCH Consortium Program,"St Louis, MO","St. Louis, MO"
0803000001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Nebraska Medical Center College of Medicine Program,University of 9 Nebraska Medical Center College O of Medicine Program P m,"Omaha, NE","maha, NE"
0803221053,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Dartmouth-Hitchcock/Mary Hitchcock Memorial Hospital Program,Dartmouth- Hitchcock/Mary Hitchcock Memorial Hospital Program,"Lebanon, NH","Lebanon, NH"
0803331128,STALE_IDENTITY_REVIEW_REQUIRED,city,Rutgers Health/Robert Wood Johnson Medical School Program,Rutgers Health/Robert Wood Johnson Medical School Program,"East Orange, NJ","Somerset, NJ"
0803500127,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Icahn School of Medicine at Mount Sinai Program,Icahn School of M Medicine at Mount Sinai Program O N P a,"New York, NY","ew York, NY"
0803521063,STALE_IDENTITY_REVIEW_REQUIRED,city,New York Medical College (Metropolitan) Program,New York Medical College (Metropolitan) Program,"New York, NY","New York City, NY"
0803521102,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Rochester Medical Center Program,University of Rochester Medicine Program,"Rochester, NY","Rochester, NY"
0804000076,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Samaritan Health Services-Corvallis Program,Samaritan Health Services - Corvallis Program,"Salem, OR","Salem, OR"
0804100107,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St Luke's Hospital-Anderson Campus Program,St Luke’s Hospital – Anderson Campus Program,"Easton, PA","Easton, PA"
0804121103,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Penn State Milton S Hershey Medical Center Program,Penn State Milton S Hershey Medical Center Program De,"Hershey, PA","Hershey, PA"
0804721084,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Tennessee Program,University of Tennessee College of Medicine Program,"Memphis, TN","Memphis, TN"
0804800001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HES/Lake Granbury Medical Center Program,HES/Lake Granbury 21 Medical Center Program Su Da Ph lg,"Granbury, TX","llas, TX"
0804800145,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA Healthcare Corpus Christi Medical Center-Bay Area Program,HCA Healthcare Corpus Christi Medical Center - Bay Area Program,"McAllen, TX","McAllen, TX"
0804821121,STALE_IDENTITY_REVIEW_REQUIRED,city,San Antonio Uniformed Services Health Education Consortium Program,San Antonio Uniformed Services Health Education Consortium Program,"JBSA Lackland AFB, TX","JBSA-Lackland, TX"
0805013129,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Vermont Medical Center Program,University of UV Vermont Medical Center Program MS 11 Bu Ph jo,"South Burlington, VT","rlington, VT"
0805100131,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Carilion Clinic-Virginia Tech Carilion School of Medicine Program,Carilion Clinic- Virginia Tech Carilion School of Medicine Program,"Roanoke, VA","ROANOKE, VA"
0805100132,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA Healthcare LewisGale Hospital-Montgomery/VCOM Program,HCA Healthcare LewisGale Hospital- Montgomery/VCOM Program,"Blacksburg, VA","Blacksburg, VA"
0805121090,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Virginia Commonwealth University Health System Program,Virginia Me Commonwealth University Health 10 System Program 11 Ri Ph De,"Richmond, VA","chmond, VA"
1100300204,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Midwestern University GME Consortium/Kingman Program,Midwestern University GME Consortium / Kingman Program,"Kingman, AZ","Kingman, AZ"
1100312056,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Arizona College of Medicine-Tucson Program,University of Arizona College of Medicine- Tucson Program,"Tucson, AZ","Tucson, AZ"
1100321082,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Creighton University School of Medicine Program,Creighton University School of Medicine- Phoenix Program,"Phoenix, AZ","Phoenix, AZ"
1100321203,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,University of Arizona College of Medicine-Tucson (South Campus) Program,University of Uni Arizona College of Medicine- Tuc Tucson (South Campus) Program Eme 395 Tuc Ph: pmu,"Tucson, AZ","son, AZ"
1100500002,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HCA Healthcare/Los Robles Regional Medical Center Program,HCA Healthcare/Los 2 Robles Regional Medical Center Th Program P a,"Thousand Oaks, CA","ousand Oaks, CA"
1100500216,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Arrowhead Regional Medical Center Program,Arrowhead A Regional Medical Center Program 4 C P E,"Colton, CA","olton, CA"
1100500219,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Eisenhower Medical Center Program,Eisenhower Medical 3 Center Program A R P a,"Rancho Mirage, CA","ancho Mirage, CA"
1100500223,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St Agnes Medical Center (Fresno) Program,St. Agnes Medical Center (Fresno) Program,"Fresno, CA","Fresno, CA"
1100512003,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,UCLA David Geffen School of Medicine/UCLA Medical Center/Olive View Program,UCLA David Geffen UC School of Medicine/UCLA Medical R Center/Olive View Program D 1 L P S,"Los Angeles, CA","os Angeles, CA"
1100521098,STALE_IDENTITY_REVIEW_REQUIRED,city,Stanford Health Care-Sponsored Stanford University Program,Stanford Health Care-Sponsored Stanford University Program,"Palo Alto, CA","Stanford, CA"
1100821120,STALE_IDENTITY_REVIEW_REQUIRED,city,University of Connecticut Program,University of Connecticut Program,"Farmington, CT","Hartford, CT"
1101012011,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,George Washington University Program,George Washington Ge University Program 90 Wa Ph jp,"Washington, DC","shington, DC"
1101100004,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA Florida Healthcare Program,HCA Florida Healthcare/Lawnwood Hospital Program,"Fort Pierce, FL","Fort Pierce, FL"
1101100192,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Florida Atlantic University Charles E Schmidt College of Medicine Program,Florida Atlantic University Charles E. Schmidt College of Medicine Program,"Boynton Beach, FL","Boynton Beach, FL"
1101100197,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Mount Sinai Medical Center of Florida Inc Program,"Mount Sinai Medical Center of Florida, Inc Program","Miami Beach, FL","Miami Beach, FL"
1101100199,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HCA Florida Healthcare/St Lucie Hospital Program,HCA Florida Healthcare/St. Lucie Hospital Program,"Port St Lucie, FL","Port St. Lucie, FL"
1101100202,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,HCA Florida Orange Park Hospital Program,HCA Florida Orange H Park Hospital Program 2 O P M,"Orange Park, FL","range Park, FL"
1101100203,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Florida State University College of Medicine Program,Florida State University College of Medicine/Sarasota Memorial Hospital Program,"Sarasota, FL","Sarasota, FL"
1101100206,STALE_IDENTITY_REVIEW_REQUIRED,city,Broward Health Program,Broward Health Program,"Pompano Beach, FL","Deerfield Beach, FL"
1101100207,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Memorial Healthcare System (Hollywood Florida) Program,"Memorial Healthcare System, Hollywood, Florida Program","Pembroke Pines, FL","Pembroke Pines, FL"
1101121167,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of South Florida Morsani Program,University of South Florida Morsani College of Medicine Program,"Tampa, FL","Tampa, FL"
1101200002,STALE_IDENTITY_REVIEW_REQUIRED,program_name,HCA Healthcare/Mercer University School of Medicine Program,HCA Healthcare/Mercer University School of Medicine/Doctor's Hospital of Augusta Program,"Augusta, GA","Augusta, GA"
1101200091,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Wellstar Health System/WellStar Kennestone Regional Medical Center Program,Wellstar Health D System/Wellstar Kennestone 6 Regional Medical Center Program M P j,"Marietta, GA","arietta, GA"
1101600001,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Insight Hospital and Medical Center Chicago Program,Insight Hospital and Medical Center Chicago Program Ch,"Chicago, IL","icago, IL"
1101600571,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Swedish Hospital Program,Endeavor Health Swedish Hospital Program,"Chicago, IL","Chicago, IL"
1101600572,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Franciscan Health Olympia Fields Program,Olympia Fields Hospital Program,"Olympia Fields, IL","Olympia Fields, IL"
1101612016,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Illinois College of Medicine at Chicago Program,University of Illino College of Medicine at Chicago Program,"Chicago, IL","Chicago, IL"
1101612069,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Illinois College of Medicine at Peoria Program,University of Illino College of Medicine at Peoria Program,"Peoria, IL","Peoria, IL"
1101621083,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Cook County Health and Hospitals System Program,Cook County Health J and Hospitals System Program D 1 C P a,"Chicago, IL","hicago, IL"
1101631146,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Prime Midwest GME Consortium Program,Prime Midwest GME Re Consortium/Resurrection Medical 7 Center Program E C P m,"Chicago, IL","hicago, IL"
1101700001,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Indiana University School of Medicine Program,Indiana University School of Medicine (Bloomington) Program,"Bloomington, IN","Bloomington, IN"
1102421116,STALE_IDENTITY_REVIEW_REQUIRED,program_name,UMass Chan-Baystate Program,UMass Chan - Baystate Program,"Springfield, MA","Springfield, MA"
1102421150,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Mass General Brigham/Massachusetts General Hospital/Brigham and Women's Hospital/Harvard Medical School Program,Mass General Brigham/Massachusetts General Hospital/Brigham and Women’s Hospital/Harvard Medical School Program,"Boston, MA","Boston, MA"
1102500002,STALE_IDENTITY_REVIEW_REQUIRED,program_name,McLaren Health Care Corporation Program,McLaren Health Care Corporation/McLaren Greater Lansing Program,"Lansing, MI","Lansing, MI"
1102500199,STALE_IDENTITY_REVIEW_REQUIRED,city,Corewell Health Lakeland Program,Corewell Health Lakeland Program,"St Joseph, MI","St. Joseph, MI"
1102500203,STALE_IDENTITY_REVIEW_REQUIRED,program_name,McLaren Health Care/Oakland/MSU Program,McLaren Health Care Corporation/McLaren Oakland Program,"Pontiac, MI","Pontiac, MI"
1102500210,STALE_IDENTITY_REVIEW_REQUIRED,program_name,McLaren Health Care/Macomb/MSU Program,McLaren Health Care Corporation/McLaren Macomb Program,"Mount Clemens, MI","Mount Clemens, MI"
1102500212,STALE_IDENTITY_REVIEW_REQUIRED,city,Henry Ford Providence Hospital Program,Henry Ford Providence Hospital Program,"Southfield, MI","Southfiield, MI"
1102512026,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Corewell Health-Grand Rapids/Michigan State University Program,Corewell Health – Grand Rapids/Michigan State University Program,"Grand Rapids, MI","Grand Rapids, MI"
1102521132,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Henry Ford St John Hospital Program,Henry Ford St. John Hospital Program,"Detroit, MI","Detroit, MI"
1102821154,STALE_IDENTITY_REVIEW_REQUIRED,city,Washington University/B-JH/SLCH Consortium Program,Washington University/B-JH/SLCH Consortium Program,"St Louis, MO","St. Louis, MO"
1103213208,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Dartmouth-Hitchcock/Mary Hitchcock Memorial Hospital Program,Dartmouth- Hitchcock/Mary Hitchcock Memorial Hospital Program,"Lebanon, NH","Lebanon, NH"
1103300216,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Capital Health Regional Medical Center Program,Capital Health C Regional Medical Center Program P 1 P P E,"Pennington, NJ","ennington, NJ"
1103312060,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Atlantic Health System/Morristown Medical Center Program,Atlantic Health Program,"Morristown, NJ","Morristown, NJ"
1103331177,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Rutgers Health/New Jersey Medical School Program,Rutgers Health/New E Jersey Medical School Program M 1 N P a,"Newark, NJ","ewark, NJ"
1103500005,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Good Samaritan University Hospital/St Joseph Hospital Campus Program,Catholic Health/St Joseph Hospital Program,"Bethpage, NY","Bethpage, NY"
1103500211,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Good Samaritan University Hospital Program,Catholic Health/Good Samaritan University Hospital Program,"West Islip, NY","West Islip, NY"
1103500215,STALE_IDENTITY_REVIEW_REQUIRED,program_name,St John's Riverside Hospital Program,St. John's Riverside Hospital Program,"Yonkers, NY","Yonkers, NY"
1103500217,STALE_IDENTITY_REVIEW_REQUIRED,program_name,Nuvance Health Consortium (Vassar Brothers Medical Center) Program,Zucker School of Medicine at Hofstra/Northwell at Vassar Brothers Medical Center Program,"Poughkeepsie, NY","Poughkeepsie, NY"
1103513169,STALE_IDENTITY_REVIEW_REQUIRED,program_name,New York Presbyterian Hospital Program,New York Presbyterian Hospital (Columbia and Cornell Campus) Program,"New York, NY","New York, NY"
1103521109,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Icahn School of Medicine at Mount Sinai/Morningside/West Program,Icahn School of De Medicine at Mount GE Sinai/Morningside/West Program Mo 10 Ne Ph ch,"New York, NY","w York, NY"
1103521131,STALE_IDENTITY_REVIEW_REQUIRED,program_name,University of Rochester Medical Center Program,University of Rochester Medicine Program,"Rochester, NY","Rochester, NY"
1103521147,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,New York-Presbyterian Brooklyn Methodist Hospital Program,New York- N Presbyterian Brooklyn Methodist H Hospital Program 5 B P l,"Brooklyn, NY","rooklyn, NY"
1103531173,STALE_IDENTITY_REVIEW_REQUIRED,program_name,New York-Presbyterian/Queens Program,New York- Presbyterian/Queens Program,"Flushing, NY","Flushing, NY"
1103600167,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,Southeastern Regional Medical Center Program,Southeastern U Regional Medical Center Program 3 L P d,"Lumberton, NC","umberton, NC"
1103612063,STALE_IDENTITY_REVIEW_REQUIRED,program_name|city,ECU Health Medical Center/East Carolina University Program,ECU Health Medical E Center/East Carolina University M Program D 6 G P w,"Greenville, NC","reenville, NC"
